chrom	start	end	direction	depth	sample	totalCoverage
Pf3D7_04_v3	748409	748577	for	112	xV06	FALSE
Pf3D7_04_v3	748409	748577	for	122	xV03	FALSE
Pf3D7_04_v3	748409	748577	for	154	xV01	FALSE
Pf3D7_04_v3	748409	748577	for	248	xV05	FALSE
Pf3D7_04_v3	748409	748577	for	54	xV04	FALSE
Pf3D7_04_v3	766667	766795	for	173	xV06	FALSE
Pf3D7_04_v3	766667	766795	for	302	xV03	FALSE
Pf3D7_04_v3	766667	766795	for	317	xV04	FALSE
Pf3D7_04_v3	766667	766795	for	489	xV05	FALSE
Pf3D7_04_v3	766667	766795	for	638	xV01	FALSE
Pf3D7_04_v3	766667	766795	for	946	xV02	FALSE
Pf3D7_04_v3	797459	797570	for	324	xV02	FALSE
Pf3D7_04_v3	797459	797570	for	333	xV03	FALSE
Pf3D7_04_v3	797459	797570	for	405	xV06	FALSE
Pf3D7_04_v3	797459	797570	for	44	xV04	FALSE
Pf3D7_04_v3	797459	797570	for	514	xV01	FALSE
Pf3D7_04_v3	797459	797570	for	90	xV05	FALSE
Pf3D7_04_v3	802694	802709	for	353	xV04	FALSE
Pf3D7_04_v3	802694	802709	for	538	xV05	FALSE
Pf3D7_04_v3	802694	802709	for	666	xV02	FALSE
Pf3D7_04_v3	802694	802709	for	873	xV03	FALSE
Pf3D7_04_v3	802694	802709	for	890	xV01	FALSE
Pf3D7_04_v3	802694	802709	for	904	xV06	FALSE
Pf3D7_04_v3	828825	828874	for	101	xV06	FALSE
Pf3D7_04_v3	828825	828874	for	10	xV05	FALSE
Pf3D7_04_v3	828825	828874	for	135	xV02	FALSE
Pf3D7_04_v3	828825	828874	for	229	xV01	FALSE
Pf3D7_04_v3	828825	828874	for	40	xV04	FALSE
Pf3D7_04_v3	828825	828874	for	55	xV03	FALSE
Pf3D7_04_v3	840149	840187	for	135	xV02	FALSE
Pf3D7_04_v3	840149	840187	for	153	xV04	FALSE
Pf3D7_04_v3	840149	840187	for	17	xV05	FALSE
Pf3D7_04_v3	840149	840187	for	202	xV03	FALSE
Pf3D7_04_v3	840149	840187	for	231	xV06	FALSE
Pf3D7_04_v3	840149	840187	for	267	xV01	FALSE
Pf3D7_04_v3	863380	863561	for	109	xV03	FALSE
Pf3D7_04_v3	863380	863561	for	115	xV04	FALSE
Pf3D7_04_v3	863380	863561	for	163	xV01	FALSE
Pf3D7_04_v3	863380	863561	for	167	xV02	FALSE
Pf3D7_04_v3	863380	863561	for	189	xV06	FALSE
Pf3D7_04_v3	863380	863561	for	225	xV05	FALSE
Pf3D7_04_v3	880847	881005	for	2356	xV03	FALSE
Pf3D7_04_v3	880847	881005	for	3476	xV04	FALSE
Pf3D7_04_v3	880847	881005	for	4058	xV06	FALSE
Pf3D7_04_v3	880847	881005	for	4489	xV05	FALSE
Pf3D7_04_v3	880847	881005	for	4533	xV01	FALSE
Pf3D7_04_v3	880847	881005	for	5053	xV02	FALSE
Pf3D7_04_v3	885690	885699	for	229	xV04	FALSE
Pf3D7_04_v3	885690	885699	for	384	xV05	FALSE
Pf3D7_04_v3	885690	885699	for	461	xV02	FALSE
Pf3D7_04_v3	885690	885699	for	530	xV03	FALSE
Pf3D7_04_v3	885690	885699	for	561	xV06	FALSE
Pf3D7_04_v3	885690	885699	for	612	xV01	FALSE
Pf3D7_04_v3	900956	900988	rev	168	xV06	FALSE
Pf3D7_04_v3	900956	900988	rev	340	xV03	FALSE
Pf3D7_04_v3	900956	900988	rev	344	xV01	FALSE
Pf3D7_04_v3	900956	900988	rev	358	xV02	FALSE
Pf3D7_04_v3	900956	900988	rev	553	xV04	FALSE
Pf3D7_04_v3	900956	900988	rev	664	xV05	FALSE
Pf3D7_04_v3	907570	907571	for	0	xV05	FALSE
Pf3D7_04_v3	907570	907571	for	0	xV06	FALSE
Pf3D7_04_v3	907570	907571	for	14	xV04	FALSE
Pf3D7_04_v3	907570	907571	for	41	xV03	FALSE
Pf3D7_04_v3	907570	907571	for	51	xV02	FALSE
Pf3D7_04_v3	907570	907571	for	88	xV01	FALSE
Pf3D7_04_v3	910424	910521	for	132	xV06	FALSE
Pf3D7_04_v3	910424	910521	for	236	xV05	FALSE
Pf3D7_04_v3	910424	910521	for	264	xV03	FALSE
Pf3D7_04_v3	910424	910521	for	410	xV01	FALSE
Pf3D7_04_v3	910424	910521	for	479	xV02	FALSE
Pf3D7_04_v3	910424	910521	for	62	xV04	FALSE
Pf3D7_05_v3	1042211	1042268	for	0	xV03	FALSE
Pf3D7_05_v3	1042211	1042268	for	128	xV02	FALSE
Pf3D7_05_v3	1042211	1042268	for	25	xV01	FALSE
Pf3D7_05_v3	1042211	1042268	for	2	xV06	FALSE
Pf3D7_05_v3	1042211	1042268	for	35	xV05	FALSE
Pf3D7_05_v3	1042211	1042268	for	6	xV04	FALSE
Pf3D7_05_v3	1043473	1043653	for	0	xV04	FALSE
Pf3D7_05_v3	1043473	1043653	for	1	xV03	FALSE
Pf3D7_05_v3	1043473	1043653	for	20	xV02	FALSE
Pf3D7_05_v3	1043473	1043653	for	23	xV05	FALSE
Pf3D7_05_v3	1043473	1043653	for	45	xV01	FALSE
Pf3D7_05_v3	1043473	1043653	for	88	xV06	FALSE
Pf3D7_05_v3	110617	110728	rev	1253	xV01	FALSE
Pf3D7_05_v3	110617	110728	rev	1418	xV02	FALSE
Pf3D7_05_v3	110617	110728	rev	1502	xV05	FALSE
Pf3D7_05_v3	110617	110728	rev	2685	xV03	FALSE
Pf3D7_05_v3	110617	110728	rev	805	xV06	FALSE
Pf3D7_05_v3	110617	110728	rev	924	xV04	FALSE
Pf3D7_05_v3	1187920	1188062	rev	102	xV03	FALSE
Pf3D7_05_v3	1187920	1188062	rev	194	xV02	FALSE
Pf3D7_05_v3	1187920	1188062	rev	239	xV01	FALSE
Pf3D7_05_v3	1187920	1188062	rev	25	xV06	FALSE
Pf3D7_05_v3	1187920	1188062	rev	53	xV05	FALSE
Pf3D7_05_v3	1187920	1188062	rev	69	xV04	FALSE
Pf3D7_05_v3	1196919	1196989	for	126	xV03	FALSE
Pf3D7_05_v3	1196919	1196989	for	152	xV02	FALSE
Pf3D7_05_v3	1196919	1196989	for	173	xV06	FALSE
Pf3D7_05_v3	1196919	1196989	for	27	xV01	FALSE
Pf3D7_05_v3	1196919	1196989	for	65	xV04	FALSE
Pf3D7_05_v3	1196919	1196989	for	87	xV05	FALSE
Pf3D7_05_v3	1217052	1217208	for	0	xV03	FALSE
Pf3D7_05_v3	1217052	1217208	for	0	xV05	FALSE
Pf3D7_05_v3	1217052	1217208	for	126	xV04	FALSE
Pf3D7_05_v3	1217052	1217208	for	28	xV01	FALSE
Pf3D7_05_v3	1217052	1217208	for	71	xV02	FALSE
Pf3D7_05_v3	1217052	1217208	for	81	xV06	FALSE
Pf3D7_05_v3	1303718	1303868	rev	121	xV02	FALSE
Pf3D7_05_v3	1303718	1303868	rev	195	xV05	FALSE
Pf3D7_05_v3	1303718	1303868	rev	244	xV03	FALSE
Pf3D7_05_v3	1303718	1303868	rev	254	xV01	FALSE
Pf3D7_05_v3	1303718	1303868	rev	473	xV06	FALSE
Pf3D7_05_v3	1303718	1303868	rev	84	xV04	FALSE
Pf3D7_05_v3	1309668	1309681	for	140	xV03	FALSE
Pf3D7_05_v3	1309668	1309681	for	149	xV01	FALSE
Pf3D7_05_v3	1309668	1309681	for	39	xV04	FALSE
Pf3D7_05_v3	1309668	1309681	for	44	xV05	FALSE
Pf3D7_05_v3	1309668	1309681	for	74	xV02	FALSE
Pf3D7_05_v3	1309668	1309681	for	76	xV06	FALSE
Pf3D7_05_v3	1322058	1322223	for	116	xV01	FALSE
Pf3D7_05_v3	1322058	1322223	for	143	xV03	FALSE
Pf3D7_05_v3	1322058	1322223	for	149	xV05	FALSE
Pf3D7_05_v3	1322058	1322223	for	187	xV06	FALSE
Pf3D7_05_v3	1322058	1322223	for	21	xV04	FALSE
Pf3D7_05_v3	1322058	1322223	for	341	xV02	FALSE
Pf3D7_05_v3	267042	267133	for	1090	xV01	FALSE
Pf3D7_05_v3	267042	267133	for	1117	xV02	FALSE
Pf3D7_05_v3	267042	267133	for	617	xV06	FALSE
Pf3D7_05_v3	267042	267133	for	623	xV03	FALSE
Pf3D7_05_v3	267042	267133	for	925	xV04	FALSE
Pf3D7_05_v3	267042	267133	for	938	xV05	FALSE
Pf3D7_05_v3	289912	289918	rev	0	xV01	FALSE
Pf3D7_05_v3	289912	289918	rev	0	xV03	FALSE
Pf3D7_05_v3	289912	289918	rev	0	xV06	FALSE
Pf3D7_05_v3	289912	289918	rev	17	xV04	FALSE
Pf3D7_05_v3	289912	289918	rev	20	xV05	FALSE
Pf3D7_05_v3	289912	289918	rev	7	xV02	FALSE
Pf3D7_05_v3	329405	329517	rev	110	xV03	FALSE
Pf3D7_05_v3	329405	329517	rev	160	xV06	FALSE
Pf3D7_05_v3	329405	329517	rev	16	xV01	FALSE
Pf3D7_05_v3	329405	329517	rev	17	xV05	FALSE
Pf3D7_05_v3	329405	329517	rev	24	xV04	FALSE
Pf3D7_05_v3	329405	329517	rev	36	xV02	FALSE
Pf3D7_05_v3	404715	404759	for	0	xV03	FALSE
Pf3D7_05_v3	404715	404759	for	0	xV04	FALSE
Pf3D7_05_v3	404715	404759	for	21	xV05	FALSE
Pf3D7_05_v3	404715	404759	for	26	xV02	FALSE
Pf3D7_05_v3	404715	404759	for	2	xV06	FALSE
Pf3D7_05_v3	404715	404759	for	61	xV01	FALSE
Pf3D7_05_v3	481347	481348	for	116	xV02	FALSE
Pf3D7_05_v3	481347	481348	for	44	xV05	FALSE
Pf3D7_05_v3	481347	481348	for	521	xV03	FALSE
Pf3D7_05_v3	481347	481348	for	55	xV04	FALSE
Pf3D7_05_v3	481347	481348	for	564	xV01	FALSE
Pf3D7_05_v3	481347	481348	for	80	xV06	FALSE
Pf3D7_05_v3	643869	643965	rev	238	xV04	FALSE
Pf3D7_05_v3	643869	643965	rev	275	xV01	FALSE
Pf3D7_05_v3	643869	643965	rev	322	xV02	FALSE
Pf3D7_05_v3	643869	643965	rev	323	xV03	FALSE
Pf3D7_05_v3	643869	643965	rev	456	xV06	FALSE
Pf3D7_05_v3	643869	643965	rev	527	xV05	FALSE
Pf3D7_05_v3	671369	671503	for	151	xV03	FALSE
Pf3D7_05_v3	671369	671503	for	168	xV05	FALSE
Pf3D7_05_v3	671369	671503	for	174	xV01	FALSE
Pf3D7_05_v3	671369	671503	for	303	xV04	FALSE
Pf3D7_05_v3	671369	671503	for	470	xV06	FALSE
Pf3D7_05_v3	671369	671503	for	70	xV02	FALSE
Pf3D7_05_v3	796564	796802	for	342	xV04	FALSE
Pf3D7_05_v3	796564	796802	for	477	xV05	FALSE
Pf3D7_05_v3	796564	796802	for	569	xV02	FALSE
Pf3D7_05_v3	796564	796802	for	616	xV03	FALSE
Pf3D7_05_v3	796564	796802	for	652	xV01	FALSE
Pf3D7_05_v3	796564	796802	for	661	xV06	FALSE
Pf3D7_05_v3	826854	826882	rev	242	xV05	FALSE
Pf3D7_05_v3	826854	826882	rev	379	xV02	FALSE
Pf3D7_05_v3	826854	826882	rev	430	xV04	FALSE
Pf3D7_05_v3	826854	826882	rev	597	xV01	FALSE
Pf3D7_05_v3	826854	826882	rev	600	xV06	FALSE
Pf3D7_05_v3	826854	826882	rev	766	xV03	FALSE
Pf3D7_05_v3	92081	92221	for	261	xV05	FALSE
Pf3D7_05_v3	92081	92221	for	275	xV04	FALSE
Pf3D7_05_v3	92081	92221	for	283	xV02	FALSE
Pf3D7_05_v3	92081	92221	for	294	xV03	FALSE
Pf3D7_05_v3	92081	92221	for	435	xV01	FALSE
Pf3D7_05_v3	92081	92221	for	976	xV06	FALSE
Pf3D7_06_v3	1040343	1040344	for	0	xV02	FALSE
Pf3D7_06_v3	1040343	1040344	for	0	xV06	FALSE
Pf3D7_06_v3	1040343	1040344	for	59	xV03	FALSE
Pf3D7_06_v3	1040343	1040344	for	6	xV01	FALSE
Pf3D7_06_v3	1040343	1040344	for	6	xV04	FALSE
Pf3D7_06_v3	1040343	1040344	for	6	xV05	FALSE
Pf3D7_06_v3	1047056	1047235	for	104	xV05	FALSE
Pf3D7_06_v3	1047056	1047235	for	195	xV01	FALSE
Pf3D7_06_v3	1047056	1047235	for	298	xV02	FALSE
Pf3D7_06_v3	1047056	1047235	for	568	xV03	FALSE
Pf3D7_06_v3	1047056	1047235	for	629	xV06	FALSE
Pf3D7_06_v3	1047056	1047235	for	62	xV04	FALSE
Pf3D7_06_v3	1135801	1135810	rev	0	xV03	FALSE
Pf3D7_06_v3	1135801	1135810	rev	0	xV04	FALSE
Pf3D7_06_v3	1135801	1135810	rev	105	xV05	FALSE
Pf3D7_06_v3	1135801	1135810	rev	16	xV02	FALSE
Pf3D7_06_v3	1135801	1135810	rev	33	xV01	FALSE
Pf3D7_06_v3	1135801	1135810	rev	63	xV06	FALSE
Pf3D7_06_v3	116865	116977	for	1255	xV06	FALSE
Pf3D7_06_v3	116865	116977	for	1263	xV01	FALSE
Pf3D7_06_v3	116865	116977	for	1524	xV02	FALSE
Pf3D7_06_v3	116865	116977	for	1618	xV03	FALSE
Pf3D7_06_v3	116865	116977	for	472	xV04	FALSE
Pf3D7_06_v3	116865	116977	for	762	xV05	FALSE
Pf3D7_06_v3	1237451	1237628	for	403	xV03	FALSE
Pf3D7_06_v3	1237451	1237628	for	495	xV01	FALSE
Pf3D7_06_v3	1237451	1237628	for	598	xV05	FALSE
Pf3D7_06_v3	1237451	1237628	for	606	xV04	FALSE
Pf3D7_06_v3	1237451	1237628	for	700	xV06	FALSE
Pf3D7_06_v3	1237451	1237628	for	829	xV02	FALSE
Pf3D7_06_v3	1266074	1266255	rev	0	xV01	FALSE
Pf3D7_06_v3	1266074	1266255	rev	0	xV04	FALSE
Pf3D7_06_v3	1266074	1266255	rev	103	xV06	FALSE
Pf3D7_06_v3	1266074	1266255	rev	12	xV02	FALSE
Pf3D7_06_v3	1266074	1266255	rev	1	xV05	FALSE
Pf3D7_06_v3	1266074	1266255	rev	26	xV03	FALSE
Pf3D7_06_v3	1268186	1268325	rev	160	xV03	FALSE
Pf3D7_06_v3	1268186	1268325	rev	168	xV06	FALSE
Pf3D7_06_v3	1268186	1268325	rev	189	xV02	FALSE
Pf3D7_06_v3	1268186	1268325	rev	57	xV04	FALSE
Pf3D7_06_v3	1268186	1268325	rev	69	xV05	FALSE
Pf3D7_06_v3	1268186	1268325	rev	9	xV01	FALSE
Pf3D7_06_v3	1283023	1283024	for	0	xV04	FALSE
Pf3D7_06_v3	1283023	1283024	for	121	xV02	FALSE
Pf3D7_06_v3	1283023	1283024	for	15	xV05	FALSE
Pf3D7_06_v3	1283023	1283024	for	204	xV03	FALSE
Pf3D7_06_v3	1283023	1283024	for	3	xV06	FALSE
Pf3D7_06_v3	1283023	1283024	for	73	xV01	FALSE
Pf3D7_06_v3	145373	145475	rev	12	xV02	FALSE
Pf3D7_06_v3	145373	145475	rev	254	xV06	FALSE
Pf3D7_06_v3	145373	145475	rev	49	xV04	FALSE
Pf3D7_06_v3	145373	145475	rev	52	xV01	FALSE
Pf3D7_06_v3	145373	145475	rev	58	xV03	FALSE
Pf3D7_06_v3	145373	145475	rev	64	xV05	FALSE
Pf3D7_06_v3	182956	183045	for	139	xV01	FALSE
Pf3D7_06_v3	182956	183045	for	144	xV04	FALSE
Pf3D7_06_v3	182956	183045	for	26	xV06	FALSE
Pf3D7_06_v3	182956	183045	for	374	xV02	FALSE
Pf3D7_06_v3	182956	183045	for	463	xV03	FALSE
Pf3D7_06_v3	182956	183045	for	77	xV05	FALSE
Pf3D7_06_v3	251130	251284	rev	112	xV04	FALSE
Pf3D7_06_v3	251130	251284	rev	137	xV06	FALSE
Pf3D7_06_v3	251130	251284	rev	304	xV01	FALSE
Pf3D7_06_v3	251130	251284	rev	332	xV02	FALSE
Pf3D7_06_v3	251130	251284	rev	36	xV03	FALSE
Pf3D7_06_v3	251130	251284	rev	81	xV05	FALSE
Pf3D7_06_v3	532205	532355	for	10	xV01	FALSE
Pf3D7_06_v3	532205	532355	for	20	xV04	FALSE
Pf3D7_06_v3	532205	532355	for	2	xV02	FALSE
Pf3D7_06_v3	532205	532355	for	31	xV03	FALSE
Pf3D7_06_v3	532205	532355	for	33	xV06	FALSE
Pf3D7_06_v3	532205	532355	for	79	xV05	FALSE
Pf3D7_06_v3	542220	542351	rev	162	xV06	FALSE
Pf3D7_06_v3	542220	542351	rev	26	xV01	FALSE
Pf3D7_06_v3	542220	542351	rev	31	xV05	FALSE
Pf3D7_06_v3	542220	542351	rev	38	xV03	FALSE
Pf3D7_06_v3	542220	542351	rev	66	xV02	FALSE
Pf3D7_06_v3	542220	542351	rev	78	xV04	FALSE
Pf3D7_06_v3	664659	664741	rev	100	xV04	FALSE
Pf3D7_06_v3	664659	664741	rev	217	xV05	FALSE
Pf3D7_06_v3	664659	664741	rev	256	xV03	FALSE
Pf3D7_06_v3	664659	664741	rev	292	xV06	FALSE
Pf3D7_06_v3	664659	664741	rev	298	xV01	FALSE
Pf3D7_06_v3	664659	664741	rev	307	xV02	FALSE
Pf3D7_06_v3	824042	824200	rev	192	xV05	FALSE
Pf3D7_06_v3	824042	824200	rev	211	xV04	FALSE
Pf3D7_06_v3	824042	824200	rev	307	xV03	FALSE
Pf3D7_06_v3	824042	824200	rev	468	xV06	FALSE
Pf3D7_06_v3	824042	824200	rev	615	xV01	FALSE
Pf3D7_06_v3	824042	824200	rev	927	xV02	FALSE
Pf3D7_06_v3	834383	834532	rev	195	xV06	FALSE
Pf3D7_06_v3	834383	834532	rev	262	xV05	FALSE
Pf3D7_06_v3	834383	834532	rev	293	xV04	FALSE
Pf3D7_06_v3	834383	834532	rev	333	xV02	FALSE
Pf3D7_06_v3	834383	834532	rev	416	xV03	FALSE
Pf3D7_06_v3	834383	834532	rev	68	xV01	FALSE
Pf3D7_06_v3	851811	851979	rev	161	xV04	FALSE
Pf3D7_06_v3	851811	851979	rev	239	xV03	FALSE
Pf3D7_06_v3	851811	851979	rev	268	xV02	FALSE
Pf3D7_06_v3	851811	851979	rev	357	xV05	FALSE
Pf3D7_06_v3	851811	851979	rev	383	xV06	FALSE
Pf3D7_06_v3	851811	851979	rev	482	xV01	FALSE
Pf3D7_06_v3	909068	909137	for	0	xV03	FALSE
Pf3D7_06_v3	909068	909137	for	11	xV05	FALSE
Pf3D7_06_v3	909068	909137	for	34	xV06	FALSE
Pf3D7_06_v3	909068	909137	for	46	xV01	FALSE
Pf3D7_06_v3	909068	909137	for	52	xV02	FALSE
Pf3D7_06_v3	909068	909137	for	59	xV04	FALSE
Pf3D7_07_v3	1149500	1149514	rev	131	xV02	FALSE
Pf3D7_07_v3	1149500	1149514	rev	14	xV06	FALSE
Pf3D7_07_v3	1149500	1149514	rev	167	xV04	FALSE
Pf3D7_07_v3	1149500	1149514	rev	207	xV05	FALSE
Pf3D7_07_v3	1149500	1149514	rev	474	xV03	FALSE
Pf3D7_07_v3	1149500	1149514	rev	66	xV01	FALSE
Pf3D7_07_v3	1158168	1158279	rev	171	xV06	FALSE
Pf3D7_07_v3	1158168	1158279	rev	46	xV05	FALSE
Pf3D7_07_v3	1158168	1158279	rev	72	xV01	FALSE
Pf3D7_07_v3	1158168	1158279	rev	83	xV04	FALSE
Pf3D7_07_v3	1158168	1158279	rev	84	xV03	FALSE
Pf3D7_07_v3	1158168	1158279	rev	95	xV02	FALSE
Pf3D7_07_v3	1196305	1196326	rev	294	xV02	FALSE
Pf3D7_07_v3	1196305	1196326	rev	485	xV03	FALSE
Pf3D7_07_v3	1196305	1196326	rev	504	xV04	FALSE
Pf3D7_07_v3	1196305	1196326	rev	591	xV06	FALSE
Pf3D7_07_v3	1196305	1196326	rev	705	xV05	FALSE
Pf3D7_07_v3	1196305	1196326	rev	770	xV01	FALSE
Pf3D7_07_v3	1260534	1260601	rev	150	xV04	FALSE
Pf3D7_07_v3	1260534	1260601	rev	155	xV06	FALSE
Pf3D7_07_v3	1260534	1260601	rev	16	xV01	FALSE
Pf3D7_07_v3	1260534	1260601	rev	28	xV05	FALSE
Pf3D7_07_v3	1260534	1260601	rev	58	xV03	FALSE
Pf3D7_07_v3	1260534	1260601	rev	92	xV02	FALSE
Pf3D7_07_v3	1358729	1358910	for	0	xV02	FALSE
Pf3D7_07_v3	1358729	1358910	for	0	xV03	FALSE
Pf3D7_07_v3	1358729	1358910	for	0	xV04	FALSE
Pf3D7_07_v3	1358729	1358910	for	19	xV05	FALSE
Pf3D7_07_v3	1358729	1358910	for	42	xV06	FALSE
Pf3D7_07_v3	1358729	1358910	for	80	xV01	FALSE
Pf3D7_07_v3	1361218	1361353	for	0	xV01	FALSE
Pf3D7_07_v3	1361218	1361353	for	0	xV02	FALSE
Pf3D7_07_v3	1361218	1361353	for	0	xV03	FALSE
Pf3D7_07_v3	1361218	1361353	for	0	xV04	FALSE
Pf3D7_07_v3	1361218	1361353	for	0	xV05	FALSE
Pf3D7_07_v3	1361218	1361353	for	0	xV06	FALSE
Pf3D7_07_v3	157600	157771	rev	1151	xV06	FALSE
Pf3D7_07_v3	157600	157771	rev	115	xV05	FALSE
Pf3D7_07_v3	157600	157771	rev	156	xV04	FALSE
Pf3D7_07_v3	157600	157771	rev	692	xV03	FALSE
Pf3D7_07_v3	157600	157771	rev	830	xV01	FALSE
Pf3D7_07_v3	157600	157771	rev	906	xV02	FALSE
Pf3D7_07_v3	257952	258012	for	112	xV01	FALSE
Pf3D7_07_v3	257952	258012	for	180	xV04	FALSE
Pf3D7_07_v3	257952	258012	for	386	xV02	FALSE
Pf3D7_07_v3	257952	258012	for	397	xV03	FALSE
Pf3D7_07_v3	257952	258012	for	630	xV06	FALSE
Pf3D7_07_v3	257952	258012	for	87	xV05	FALSE
Pf3D7_07_v3	298915	298978	rev	0	xV01	FALSE
Pf3D7_07_v3	298915	298978	rev	0	xV02	FALSE
Pf3D7_07_v3	298915	298978	rev	26	xV05	FALSE
Pf3D7_07_v3	298915	298978	rev	43	xV04	FALSE
Pf3D7_07_v3	298915	298978	rev	49	xV03	FALSE
Pf3D7_07_v3	298915	298978	rev	5	xV06	FALSE
Pf3D7_07_v3	415445	415543	rev	147	xV04	FALSE
Pf3D7_07_v3	415445	415543	rev	161	xV05	FALSE
Pf3D7_07_v3	415445	415543	rev	244	xV01	FALSE
Pf3D7_07_v3	415445	415543	rev	300	xV02	FALSE
Pf3D7_07_v3	415445	415543	rev	544	xV03	FALSE
Pf3D7_07_v3	415445	415543	rev	902	xV06	FALSE
Pf3D7_07_v3	418704	418783	rev	128	xV04	FALSE
Pf3D7_07_v3	418704	418783	rev	201	xV05	FALSE
Pf3D7_07_v3	418704	418783	rev	232	xV02	FALSE
Pf3D7_07_v3	418704	418783	rev	291	xV06	FALSE
Pf3D7_07_v3	418704	418783	rev	394	xV01	FALSE
Pf3D7_07_v3	418704	418783	rev	488	xV03	FALSE
Pf3D7_07_v3	450845	450992	rev	110	xV05	FALSE
Pf3D7_07_v3	450845	450992	rev	1333	xV03	FALSE
Pf3D7_07_v3	450845	450992	rev	220	xV04	FALSE
Pf3D7_07_v3	450845	450992	rev	284	xV06	FALSE
Pf3D7_07_v3	450845	450992	rev	340	xV01	FALSE
Pf3D7_07_v3	450845	450992	rev	423	xV02	FALSE
Pf3D7_07_v3	452250	452420	rev	1422	xV03	FALSE
Pf3D7_07_v3	452250	452420	rev	160	xV04	FALSE
Pf3D7_07_v3	452250	452420	rev	193	xV05	FALSE
Pf3D7_07_v3	452250	452420	rev	312	xV01	FALSE
Pf3D7_07_v3	452250	452420	rev	421	xV02	FALSE
Pf3D7_07_v3	452250	452420	rev	515	xV06	FALSE
Pf3D7_07_v3	454025	454108	rev	150	xV01	FALSE
Pf3D7_07_v3	454025	454108	rev	176	xV06	FALSE
Pf3D7_07_v3	454025	454108	rev	41	xV05	FALSE
Pf3D7_07_v3	454025	454108	rev	59	xV04	FALSE
Pf3D7_07_v3	454025	454108	rev	802	xV03	FALSE
Pf3D7_07_v3	454025	454108	rev	96	xV02	FALSE
Pf3D7_07_v3	471402	471480	for	114	xV03	FALSE
Pf3D7_07_v3	471402	471480	for	24	xV01	FALSE
Pf3D7_07_v3	471402	471480	for	34	xV06	FALSE
Pf3D7_07_v3	471402	471480	for	57	xV02	FALSE
Pf3D7_07_v3	471402	471480	for	7	xV04	FALSE
Pf3D7_07_v3	471402	471480	for	95	xV05	FALSE
Pf3D7_07_v3	484974	485120	for	129	xV04	FALSE
Pf3D7_07_v3	484974	485120	for	248	xV02	FALSE
Pf3D7_07_v3	484974	485120	for	303	xV01	FALSE
Pf3D7_07_v3	484974	485120	for	312	xV05	FALSE
Pf3D7_07_v3	484974	485120	for	359	xV06	FALSE
Pf3D7_07_v3	484974	485120	for	417	xV03	FALSE
Pf3D7_07_v3	496480	496482	for	107	xV06	FALSE
Pf3D7_07_v3	496480	496482	for	350	xV02	FALSE
Pf3D7_07_v3	496480	496482	for	40	xV03	FALSE
Pf3D7_07_v3	496480	496482	for	490	xV01	FALSE
Pf3D7_07_v3	496480	496482	for	52	xV05	FALSE
Pf3D7_07_v3	496480	496482	for	74	xV04	FALSE
Pf3D7_07_v3	628953	629058	rev	1061	xV05	FALSE
Pf3D7_07_v3	628953	629058	rev	1425	xV03	FALSE
Pf3D7_07_v3	628953	629058	rev	1992	xV06	FALSE
Pf3D7_07_v3	628953	629058	rev	4695	xV01	FALSE
Pf3D7_07_v3	628953	629058	rev	5031	xV02	FALSE
Pf3D7_07_v3	628953	629058	rev	943	xV04	FALSE
Pf3D7_07_v3	717325	717494	for	166	xV01	FALSE
Pf3D7_07_v3	717325	717494	for	166	xV06	FALSE
Pf3D7_07_v3	717325	717494	for	181	xV03	FALSE
Pf3D7_07_v3	717325	717494	for	233	xV05	FALSE
Pf3D7_07_v3	717325	717494	for	244	xV04	FALSE
Pf3D7_07_v3	717325	717494	for	335	xV02	FALSE
Pf3D7_07_v3	730025	730075	for	0	xV02	FALSE
Pf3D7_07_v3	730025	730075	for	0	xV03	FALSE
Pf3D7_07_v3	730025	730075	for	0	xV04	FALSE
Pf3D7_07_v3	730025	730075	for	0	xV05	FALSE
Pf3D7_07_v3	730025	730075	for	18	xV01	FALSE
Pf3D7_07_v3	730025	730075	for	19	xV06	FALSE
Pf3D7_07_v3	732858	732865	rev	0	xV04	FALSE
Pf3D7_07_v3	732858	732865	rev	0	xV05	FALSE
Pf3D7_07_v3	732858	732865	rev	0	xV06	FALSE
Pf3D7_07_v3	732858	732865	rev	2	xV01	FALSE
Pf3D7_07_v3	732858	732865	rev	32	xV02	FALSE
Pf3D7_07_v3	732858	732865	rev	6	xV03	FALSE
Pf3D7_07_v3	936964	936971	for	0	xV03	FALSE
Pf3D7_07_v3	936964	936971	for	0	xV06	FALSE
Pf3D7_07_v3	936964	936971	for	133	xV05	FALSE
Pf3D7_07_v3	936964	936971	for	24	xV02	FALSE
Pf3D7_07_v3	936964	936971	for	29	xV04	FALSE
Pf3D7_07_v3	936964	936971	for	87	xV01	FALSE
Pf3D7_08_v3	102382	102454	rev	104	xV01	FALSE
Pf3D7_08_v3	102382	102454	rev	150	xV06	FALSE
Pf3D7_08_v3	102382	102454	rev	25	xV03	FALSE
Pf3D7_08_v3	102382	102454	rev	30	xV04	FALSE
Pf3D7_08_v3	102382	102454	rev	67	xV02	FALSE
Pf3D7_08_v3	102382	102454	rev	6	xV05	FALSE
Pf3D7_08_v3	1104060	1104061	for	134	xV01	FALSE
Pf3D7_08_v3	1104060	1104061	for	136	xV02	FALSE
Pf3D7_08_v3	1104060	1104061	for	163	xV04	FALSE
Pf3D7_08_v3	1104060	1104061	for	184	xV03	FALSE
